propagator type,test type,domain group,test id,timeout,runtime,requested solutions,solutions,propagations,nodes,failures,peak depth
Linear,B,0,22,False,0.222,16,16,14702,14700,7332,13
Modulo,B,0,22,False,0.006,16,0,202,201,101,1
AdvModulo,B,0,23,True,10.001,16,8,893925,860005,429993,13
Linear,B,0,23,False,0.246,16,16,33747,33744,16854,13
Modulo,B,0,23,True,10.008,16,8,1032569,993393,496687,13
AdvModulo,B,0,24,False,0.167,16,16,17972,11356,5660,13
Linear,B,0,24,False,0.111,16,16,11359,11356,5660,13
Modulo,B,0,24,False,0.145,16,16,17972,11356,5660,13
AdvModulo,B,0,25,False,3.506,16,16,446927,270628,135296,16
Linear,B,0,25,False,1.85,16,16,271212,270628,135296,16
Modulo,B,0,25,False,3.102,16,16,446927,270628,135296,16
AdvModulo,B,0,26,True,10.001,16,2,906697,846789,423390,13
Linear,B,0,26,False,0.368,16,16,25762,25758,12861,13
Modulo,B,0,26,True,10.003,16,2,1125668,1052904,526448,13
AdvModulo,B,0,27,False,0.003,16,0,202,201,101,1
Linear,B,0,27,False,0.582,16,16,49779,49774,24869,14
Modulo,B,0,27,False,0.005,16,0,202,201,101,1
AdvModulo,B,0,28,True,10.001,16,6,692568,665260,332623,18
Linear,B,0,28,False,0.229,16,16,16617,16614,8289,13
Modulo,B,0,28,True,10.001,16,10,825368,792873,396425,18
AdvModulo,B,0,29,False,0.12,16,16,8022,7415,3690,17
Linear,B,0,29,False,0.145,16,16,16415,16412,8188,14
Modulo,B,0,29,False,0.099,16,16,8022,7415,3690,17
AdvModulo,B,0,2,False,0.004,16,16,62,34,0,10
Linear,B,0,2,False,0.007,16,16,35,34,0,10
Modulo,B,0,2,False,0.015,16,16,62,34,0,10
AdvModulo,B,0,30,True,10.001,16,0,781220,749006,374501,13
Linear,B,0,30,False,0.416,16,16,26761,26758,13361,13
Modulo,B,0,30,True,10.003,16,0,1011091,964205,482101,13
AdvModulo,B,0,31,False,0.007,16,16,65,36,0,11
Linear,B,0,31,False,0.003,16,16,37,36,0,11
Modulo,B,0,31,False,0.014,16,16,65,36,0,11
AdvModulo,B,0,33,True,10.001,16,0,1795140,301406,150702,10
Linear,B,0,33,True,10.001,16,0,1964376,420754,210376,10
Modulo,B,0,33,True,10.001,16,0,2085649,352708,176353,10
AdvModulo,B,0,35,False,0.016,16,16,2384,514,240,10
Linear,B,0,35,False,0.013,16,16,1839,514,240,10
Modulo,B,0,35,False,0.017,16,16,2384,514,240,10
AdvModulo,B,0,37,True,10.001,16,0,3844749,447091,223544,10
Linear,B,0,37,True,10.001,16,0,5051069,695523,347760,10
Modulo,B,0,37,True,10.001,16,0,4511049,525974,262986,10
AdvModulo,B,0,38,False,0.005,16,16,126,56,11,8
Linear,B,0,38,False,0.004,16,16,57,56,11,8
Modulo,B,0,38,False,0.014,16,16,126,56,11,8
AdvModulo,B,0,39,False,0.005,16,16,71,34,0,8
Linear,B,0,39,False,0.004,16,16,35,34,0,8
Modulo,B,0,39,False,0.017,16,16,71,34,0,8
AdvModulo,B,0,3,False,0.004,16,16,49,32,0,1
Linear,B,0,3,False,0.003,16,16,32,32,0,1
Modulo,B,0,3,False,0.01,16,16,49,32,0,1
AdvModulo,B,0,40,False,0.005,16,16,71,35,0,11
Linear,B,0,40,False,0.01,16,16,36,35,0,11
Modulo,B,0,40,False,0.014,16,16,71,35,0,11
AdvModulo,B,0,41,False,0.004,16,16,72,35,0,9
Linear,B,0,41,False,0.005,16,16,36,35,0,9
Modulo,B,0,41,False,0.014,16,16,72,35,0,9
AdvModulo,B,0,42,False,0.005,16,16,72,35,0,10
Linear,B,0,42,False,0.004,16,16,36,35,0,10
Modulo,B,0,42,False,0.015,16,16,72,35,0,10
AdvModulo,B,0,43,False,0.008,16,16,118,52,9,9
Linear,B,0,43,False,0.003,16,16,53,52,9,9
Modulo,B,0,43,False,0.023,16,16,118,52,9,9
AdvModulo,B,0,44,False,0.008,16,16,65,35,0,11
Linear,B,0,44,False,0.004,16,16,36,35,0,11
Modulo,B,0,44,False,0.019,16,16,65,35,0,11
AdvModulo,B,0,45,False,0.005,16,16,87,40,3,11
Linear,B,0,45,False,0.01,16,16,41,40,3,11
Modulo,B,0,45,False,0.018,16,16,87,40,3,11
AdvModulo,B,0,46,False,0.004,16,16,71,34,0,10
Linear,B,0,46,False,0.006,16,16,35,34,0,10
Modulo,B,0,46,False,0.014,16,16,71,34,0,10
AdvModulo,B,0,47,False,0.004,16,16,71,34,0,10
Linear,B,0,47,False,0.005,16,16,35,34,0,10
Modulo,B,0,47,False,0.013,16,16,71,34,0,10
AdvModulo,B,0,48,False,0.005,16,16,104,63,14,12
Linear,B,0,48,False,0.004,16,16,65,63,14,12
Modulo,B,0,48,False,0.011,16,16,104,63,14,12
AdvModulo,B,0,49,False,0.009,16,16,72,35,0,11
Linear,B,0,49,False,0.004,16,16,36,35,0,11
Modulo,B,0,49,False,0.012,16,16,72,35,0,11
AdvModulo,B,0,4,False,6.224,16,16,730166,398612,199287,17
Linear,B,0,4,False,2.749,16,16,411394,398612,199287,17
Modulo,B,0,4,False,5.731,16,16,730166,398612,199287,17
AdvModulo,B,0,50,False,0.028,16,16,72,35,0,8
Linear,B,0,50,False,0.004,16,16,36,35,0,8
Modulo,B,0,50,False,0.012,16,16,72,35,0,8
AdvModulo,B,0,5,False,0.006,16,16,75,40,0,14
Linear,B,0,5,False,0.005,16,16,42,40,0,14
Modulo,B,0,5,False,0.015,16,16,75,40,0,14
AdvModulo,B,0,6,False,0.001,16,0,0,0,1,0
Linear,B,0,6,False,0.0,16,0,0,0,1,0
Modulo,B,0,6,False,0.001,16,0,0,0,1,0
AdvModulo,B,0,7,False,0.008,16,16,78,41,4,3
Linear,B,0,7,False,0.004,16,16,80,79,23,6
Modulo,B,0,7,False,0.011,16,16,78,41,4,3
AdvModulo,B,0,8,False,0.001,16,2,14,9,3,1
Linear,B,0,8,False,0.001,16,2,9,9,3,1
Modulo,B,0,8,False,0.001,16,2,14,9,3,1
AdvModulo,B,0,9,False,0.031,16,16,83,37,0,13
Linear,B,0,9,False,0.007,16,16,38,37,0,13
Modulo,B,0,9,False,0.012,16,16,83,37,0,13
AdvModulo,B,1,0,False,0.0,16,0,0,0,1,0
Linear,B,1,0,False,0.004,16,0,0,0,1,0
Modulo,B,1,0,False,0.0,16,0,0,0,1,0
AdvModulo,B,1,10,False,0.01,16,16,660,411,188,13
Linear,B,1,10,False,0.01,16,16,413,411,188,13
Modulo,B,1,10,False,0.012,16,16,660,411,188,13
AdvModulo,B,1,11,True,10.001,16,0,944907,911699,455847,13
Linear,B,1,11,False,0.362,16,16,16114,16112,8038,13
Modulo,B,1,11,True,10.001,16,0,1093971,1055427,527711,13
AdvModulo,B,1,12,True,13.695,16,0,267,251,124,12
Linear,B,1,12,False,0.939,16,16,66853,66850,33407,13
Modulo,B,1,12,True,12.063,16,0,267,251,124,12
AdvModulo,B,1,13,True,10.001,16,7,795443,759499,379741,13
Linear,B,1,13,False,0.355,16,16,31675,31672,15818,13
Modulo,B,1,13,True,10.002,16,7,979568,935834,467908,13
AdvModulo,B,1,14,True,10.001,16,0,822824,806801,403399,19
Linear,B,1,14,False,0.237,16,16,12508,12506,6235,13
Modulo,B,1,14,True,10.001,16,0,952668,934134,467066,19
AdvModulo,B,1,15,False,0.273,16,16,29276,15530,7747,16
Linear,B,1,15,False,0.149,16,16,15582,15530,7747,16
Modulo,B,1,15,False,0.253,16,16,29276,15530,7747,16
AdvModulo,B,1,16,False,0.337,16,0,12694,12445,6223,17
Linear,B,1,16,False,0.224,16,16,6028,6026,2995,13
Modulo,B,1,16,False,0.34,16,0,12694,12445,6223,17
AdvModulo,B,1,17,False,2.693,16,16,342248,215362,107663,13
Linear,B,1,17,False,1.699,16,16,215537,215362,107663,13
Modulo,B,1,17,False,2.843,16,16,342248,215362,107663,13
AdvModulo,B,1,18,False,0.749,16,0,44052,43201,21601,17
Linear,B,1,18,False,0.415,16,16,28740,28734,14349,13
Modulo,B,1,18,False,0.595,16,0,44052,43201,21601,17
AdvModulo,B,1,19,True,18.337,16,0,9661,9345,4672,10
Linear,B,1,19,False,0.171,16,16,10528,10526,5245,13
Modulo,B,1,19,True,15.916,16,0,9661,9345,4672,10
AdvModulo,B,1,1,False,0.001,16,0,0,0,1,0
Linear,B,1,1,False,0.001,16,0,0,0,1,0
Modulo,B,1,1,False,0.001,16,0,0,0,1,0
AdvModulo,B,1,20,True,17.805,16,0,570,550,274,10
Linear,B,1,20,False,2.442,16,16,90383,90380,45172,13
Modulo,B,1,20,True,15.346,16,0,570,550,274,10
AdvModulo,B,1,21,True,10.001,16,1,778195,749866,374930,13
Linear,B,1,21,False,0.348,16,16,15290,15288,7626,13
Modulo,B,1,21,True,10.001,16,1,870935,839373,419684,13
AdvModulo,B,1,22,False,0.006,16,0,402,401,201,1
Linear,B,1,22,False,0.221,16,16,16114,16112,8038,13
Modulo,B,1,22,False,0.019,16,0,402,401,201,1
AdvModulo,B,1,23,True,10.004,16,11,920852,902897,451436,13
Linear,B,1,23,False,0.128,16,16,15136,15134,7549,13
Modulo,B,1,23,True,10.001,16,11,1023224,1003274,501624,13
AdvModulo,B,1,24,False,0.111,16,16,9348,6052,3008,13
Linear,B,1,24,False,0.064,16,16,6054,6052,3008,13
Modulo,B,1,24,False,0.088,16,16,9348,6052,3008,13
AdvModulo,B,1,25,False,4.588,16,16,550689,331684,165824,16
Linear,B,1,25,False,2.562,16,16,332475,331684,165824,16
Modulo,B,1,25,False,3.832,16,16,550689,331684,165824,16
AdvModulo,B,1,26,True,10.001,16,0,892607,855171,427583,13
Linear,B,1,26,False,0.33,16,16,14306,14304,7134,13
Modulo,B,1,26,True,10.001,16,1,1103874,1057760,528877,13
AdvModulo,B,1,27,False,0.006,16,0,402,401,201,1
Linear,B,1,27,False,0.498,16,16,33228,33226,16595,13
Modulo,B,1,27,False,0.005,16,0,402,401,201,1
AdvModulo,B,1,28,True,10.001,16,0,772233,754669,377333,18
Linear,B,1,28,False,0.861,16,16,46469,46466,23215,13
Modulo,B,1,28,True,10.001,16,0,878815,858837,429417,18
AdvModulo,B,1,29,False,0.045,16,16,2916,2668,1316,16
Linear,B,1,29,False,0.198,16,16,18486,18484,9224,14
Modulo,B,1,29,False,0.051,16,16,2916,2668,1316,16
AdvModulo,B,1,2,False,0.004,16,16,62,34,0,10
Linear,B,1,2,False,0.008,16,16,35,34,0,10
Modulo,B,1,2,False,0.009,16,16,62,34,0,10
AdvModulo,B,1,30,True,10.001,16,0,840031,823654,411825,13
Linear,B,1,30,False,0.425,16,16,18476,18474,9219,13
Modulo,B,1,30,True,10.002,16,0,997730,978281,489139,13
AdvModulo,B,1,31,False,0.006,16,16,65,36,0,11
Linear,B,1,31,False,0.009,16,16,37,36,0,11
Modulo,B,1,31,False,0.014,16,16,65,36,0,11
AdvModulo,B,1,33,True,10.001,16,0,1628727,332722,166360,10
Linear,B,1,33,True,10.001,16,0,1950299,527924,263961,10
Modulo,B,1,33,True,10.001,16,0,2053041,421514,210756,10
AdvModulo,B,1,35,False,0.031,16,16,2539,548,257,10
Linear,B,1,35,False,0.015,16,16,2070,548,257,10
Modulo,B,1,35,False,0.018,16,16,2539,548,257,10
AdvModulo,B,1,37,True,10.001,16,0,4438008,417822,208910,10
Linear,B,1,37,True,10.001,16,0,6375670,690682,345340,10
Modulo,B,1,37,True,10.001,16,0,4608088,434648,217323,10
AdvModulo,B,1,38,False,0.007,16,16,66,35,0,11
Linear,B,1,38,False,0.004,16,16,36,35,0,11
Modulo,B,1,38,False,0.01,16,16,66,35,0,11
AdvModulo,B,1,39,False,0.008,16,16,64,35,0,11
Linear,B,1,39,False,0.004,16,16,36,35,0,11
Modulo,B,1,39,False,0.009,16,16,64,35,0,11
AdvModulo,B,1,3,False,0.003,16,16,49,32,0,1
Linear,B,1,3,False,0.004,16,16,32,32,0,1
Modulo,B,1,3,False,0.009,16,16,49,32,0,1
AdvModulo,B,1,40,False,0.003,16,16,65,35,0,11
Linear,B,1,40,False,0.006,16,16,36,35,0,11
Modulo,B,1,40,False,0.009,16,16,65,35,0,11
AdvModulo,B,1,41,False,0.004,16,16,72,35,0,9
Linear,B,1,41,False,0.006,16,16,36,35,0,9
Modulo,B,1,41,False,0.01,16,16,72,35,0,9
AdvModulo,B,1,42,False,0.004,16,16,69,35,0,11
Linear,B,1,42,False,0.004,16,16,36,35,0,11
Modulo,B,1,42,False,0.012,16,16,69,35,0,11
AdvModulo,B,1,43,False,0.008,16,16,72,35,0,9
Linear,B,1,43,False,0.004,16,16,36,35,0,9
Modulo,B,1,43,False,0.011,16,16,72,35,0,9
AdvModulo,B,1,44,False,0.004,16,16,64,35,0,11
Linear,B,1,44,False,0.007,16,16,36,35,0,11
Modulo,B,1,44,False,0.014,16,16,64,35,0,11
AdvModulo,B,1,45,False,0.012,16,16,63,34,0,11
Linear,B,1,45,False,0.003,16,16,35,34,0,11
Modulo,B,1,45,False,0.019,16,16,63,34,0,11
AdvModulo,B,1,46,False,0.004,16,16,71,35,0,11
Linear,B,1,46,False,0.007,16,16,36,35,0,11
Modulo,B,1,46,False,0.012,16,16,71,35,0,11
AdvModulo,B,1,47,False,0.004,16,16,63,34,0,11
Linear,B,1,47,False,0.003,16,16,35,34,0,11
Modulo,B,1,47,False,0.012,16,16,63,34,0,11
AdvModulo,B,1,48,False,0.006,16,16,69,37,1,12
Linear,B,1,48,False,0.003,16,16,39,37,1,12
Modulo,B,1,48,False,0.01,16,16,69,37,1,12
AdvModulo,B,1,49,False,0.006,16,16,69,35,0,11
Linear,B,1,49,False,0.004,16,16,36,35,0,11
Modulo,B,1,49,False,0.011,16,16,69,35,0,11
AdvModulo,B,1,4,False,6.878,16,16,730166,398612,199287,17
Linear,B,1,4,False,2.967,16,16,411394,398612,199287,17
Modulo,B,1,4,False,5.438,16,16,730166,398612,199287,17
AdvModulo,B,1,50,False,0.004,16,16,68,35,0,11
Linear,B,1,50,False,0.009,16,16,36,35,0,11
Modulo,B,1,50,False,0.011,16,16,68,35,0,11
AdvModulo,B,1,5,False,0.01,16,16,75,40,0,14
Linear,B,1,5,False,0.006,16,16,42,40,0,14
Modulo,B,1,5,False,0.014,16,16,75,40,0,14
AdvModulo,B,1,6,False,0.0,16,0,0,0,1,0
Linear,B,1,6,False,0.0,16,0,0,0,1,0
Modulo,B,1,6,False,0.0,16,0,0,0,1,0
AdvModulo,B,1,7,False,0.006,16,16,78,41,4,3
Linear,B,1,7,False,0.005,16,16,80,79,23,6
Modulo,B,1,7,False,0.015,16,16,78,41,4,3
AdvModulo,B,1,8,False,0.002,16,3,18,11,3,1
Linear,B,1,8,False,0.001,16,3,11,11,3,1
Modulo,B,1,8,False,0.003,16,3,18,11,3,1
AdvModulo,B,1,9,False,0.011,16,16,82,37,0,10
Linear,B,1,9,False,0.007,16,16,39,37,0,10
Modulo,B,1,9,False,0.012,16,16,82,37,0,10
AdvModulo,B,2,0,False,0.0,16,0,0,0,1,0
Linear,B,2,0,False,0.001,16,0,0,0,1,0
Modulo,B,2,0,False,0.0,16,0,0,0,1,0
AdvModulo,B,2,10,False,0.015,16,16,660,411,188,13
Linear,B,2,10,False,0.008,16,16,413,411,188,13
Modulo,B,2,10,False,0.017,16,16,660,411,188,13
AdvModulo,B,2,11,True,10.001,16,0,960044,942224,471110,13
Linear,B,2,11,False,0.382,16,16,9878,9876,4920,13
Modulo,B,2,11,True,10.002,16,0,1022035,1002731,501363,13
AdvModulo,B,2,12,True,13.637,16,0,268,251,124,12
Linear,B,2,12,False,4.818,16,16,249365,249362,124663,13
Modulo,B,2,12,True,12.509,16,0,268,251,124,12
AdvModulo,B,2,13,True,10.004,16,0,837460,815785,407891,13
Linear,B,2,13,False,0.237,16,16,12504,12502,6233,13
Modulo,B,2,13,True,10.001,16,0,913820,890141,445069,13
AdvModulo,B,2,14,True,10.002,16,0,773749,766105,383051,10
Linear,B,2,14,False,0.177,16,16,5372,5370,2667,13
Modulo,B,2,14,True,10.001,16,0,916185,907133,453565,10
AdvModulo,B,2,15,False,0.267,16,16,29276,15530,7747,16
Linear,B,2,15,False,0.142,16,16,15582,15530,7747,16
Modulo,B,2,15,False,0.247,16,16,29276,15530,7747,16
AdvModulo,B,2,16,False,1.502,16,0,54989,54435,27218,17
Linear,B,2,16,False,0.807,16,16,11628,11626,5795,13
Modulo,B,2,16,False,1.339,16,0,54989,54435,27218,17
AdvModulo,B,2,17,False,2.947,16,16,342248,215362,107663,13
Linear,B,2,17,False,1.683,16,16,215537,215362,107663,13
Modulo,B,2,17,False,3.069,16,16,342248,215362,107663,13
AdvModulo,B,2,18,False,4.24,16,16,327228,323964,161965,17
Linear,B,2,18,False,0.258,16,16,11700,11698,5831,13
Modulo,B,2,18,False,4.086,16,16,327228,323964,161965,17
AdvModulo,B,2,19,True,18.565,16,0,32243,31751,15875,10
Linear,B,2,19,False,0.108,16,16,6112,6110,3037,13
Modulo,B,2,19,True,16.9,16,0,32243,31751,15875,10
AdvModulo,B,2,1,False,0.0,16,0,0,0,1,0
Linear,B,2,1,False,0.001,16,0,0,0,1,0
Modulo,B,2,1,False,0.0,16,0,0,0,1,0
AdvModulo,B,2,20,True,17.988,16,0,3938,3894,1946,18
Linear,B,2,20,True,10.001,16,0,221680,221678,110837,13
Modulo,B,2,20,True,16.018,16,0,3938,3894,1946,18
AdvModulo,B,2,21,True,10.001,16,0,780153,765195,382596,13
Linear,B,2,21,False,0.33,16,16,8668,8666,4315,13
Modulo,B,2,21,True,10.001,16,0,785568,770502,385249,13
AdvModulo,B,2,22,False,0.011,16,0,802,801,401,1
Linear,B,2,22,False,0.227,16,16,16114,16112,8038,13
Modulo,B,2,22,False,0.012,16,0,802,801,401,1
AdvModulo,B,2,23,True,10.002,16,15,796566,788664,394315,13
Linear,B,2,23,False,0.091,16,16,8318,8316,4140,13
Modulo,B,2,23,True,10.001,16,15,969673,960059,480013,13
AdvModulo,B,2,24,False,0.068,16,16,4694,3072,1518,13
Linear,B,2,24,False,0.049,16,16,3074,3072,1518,13
Modulo,B,2,24,False,0.067,16,16,4694,3072,1518,13
AdvModulo,B,2,25,False,4.754,16,16,570153,344716,172340,14
Linear,B,2,25,False,2.272,16,16,345476,344716,172340,14
Modulo,B,2,25,False,4.211,16,16,570153,344716,172340,14
AdvModulo,B,2,26,True,10.002,16,0,981243,958471,479233,13
Linear,B,2,26,False,0.242,16,16,7242,7240,3602,13
Modulo,B,2,26,True,10.001,16,0,1059555,1035111,517553,13
AdvModulo,B,2,27,False,0.039,16,0,3226,3201,1601,9
Linear,B,2,27,False,0.452,16,16,34104,34102,17033,13
Modulo,B,2,27,False,0.038,16,0,3226,3201,1601,9
AdvModulo,B,2,28,True,10.002,16,0,860726,848909,424453,18
Linear,B,2,28,False,4.757,16,16,172533,172530,86247,13
Modulo,B,2,28,True,10.001,16,0,910770,898336,449166,18
AdvModulo,B,2,29,False,0.036,16,16,2582,2350,1157,16
Linear,B,2,29,False,0.184,16,16,18420,18418,9191,14
Modulo,B,2,29,False,0.042,16,16,2582,2350,1157,16
AdvModulo,B,2,2,False,0.007,16,16,62,34,0,10
Linear,B,2,2,False,0.007,16,16,35,34,0,10
Modulo,B,2,2,False,0.011,16,16,62,34,0,10
AdvModulo,B,2,30,True,10.001,16,0,873133,864502,432249,13
Linear,B,2,30,False,0.442,16,16,12972,12970,6467,13
Modulo,B,2,30,True,10.001,16,0,959342,949854,474925,13
AdvModulo,B,2,31,False,0.016,16,16,65,36,0,11
Linear,B,2,31,False,0.004,16,16,37,36,0,11
Modulo,B,2,31,False,0.024,16,16,65,36,0,11
AdvModulo,B,2,33,True,10.001,16,0,1672745,364812,182405,10
Linear,B,2,33,True,10.003,16,0,1848272,537028,268513,10
Modulo,B,2,33,True,10.001,16,0,1981025,428133,214065,10
AdvModulo,B,2,35,False,0.022,16,16,2539,548,257,10
Linear,B,2,35,False,0.014,16,16,2070,548,257,10
Modulo,B,2,35,False,0.019,16,16,2539,548,257,10
AdvModulo,B,2,37,True,10.001,16,0,4277812,381022,190510,10
Linear,B,2,37,True,10.006,16,0,6351275,648147,324072,10
Modulo,B,2,37,True,10.001,16,0,4858715,435328,217663,10
AdvModulo,B,2,38,False,0.006,16,16,64,35,0,11
Linear,B,2,38,False,0.005,16,16,36,35,0,11
Modulo,B,2,38,False,0.013,16,16,64,35,0,11
AdvModulo,B,2,39,False,0.004,16,16,64,35,0,11
Linear,B,2,39,False,0.004,16,16,36,35,0,11
Modulo,B,2,39,False,0.013,16,16,64,35,0,11
AdvModulo,B,2,3,False,0.015,16,16,49,32,0,1
Linear,B,2,3,False,0.005,16,16,32,32,0,1
Modulo,B,2,3,False,0.012,16,16,49,32,0,1
AdvModulo,B,2,40,False,0.008,16,16,65,35,0,11
Linear,B,2,40,False,0.003,16,16,36,35,0,11
Modulo,B,2,40,False,0.012,16,16,65,35,0,11
AdvModulo,B,2,41,False,0.004,16,16,72,35,0,9
Linear,B,2,41,False,0.007,16,16,36,35,0,9
Modulo,B,2,41,False,0.013,16,16,72,35,0,9
AdvModulo,B,2,42,False,0.004,16,16,69,35,0,11
Linear,B,2,42,False,0.007,16,16,36,35,0,11
Modulo,B,2,42,False,0.01,16,16,69,35,0,11
AdvModulo,B,2,43,False,0.004,16,16,64,35,0,11
Linear,B,2,43,False,0.004,16,16,36,35,0,11
Modulo,B,2,43,False,0.01,16,16,64,35,0,11
AdvModulo,B,2,44,False,0.006,16,16,64,35,0,11
Linear,B,2,44,False,0.004,16,16,36,35,0,11
Modulo,B,2,44,False,0.011,16,16,64,35,0,11
AdvModulo,B,2,45,False,0.004,16,16,64,35,0,11
Linear,B,2,45,False,0.016,16,16,36,35,0,11
Modulo,B,2,45,False,0.01,16,16,64,35,0,11
AdvModulo,B,2,46,False,0.006,16,16,71,35,0,11
Linear,B,2,46,False,0.003,16,16,36,35,0,11
Modulo,B,2,46,False,0.01,16,16,71,35,0,11
AdvModulo,B,2,47,False,0.007,16,16,64,35,0,11
Linear,B,2,47,False,0.005,16,16,36,35,0,11
Modulo,B,2,47,False,0.011,16,16,64,35,0,11
AdvModulo,B,2,48,False,0.004,16,16,69,37,1,12
Linear,B,2,48,False,0.004,16,16,39,37,1,12
Modulo,B,2,48,False,0.035,16,16,69,37,1,12
AdvModulo,B,2,49,False,0.004,16,16,69,35,0,11
Linear,B,2,49,False,0.005,16,16,36,35,0,11
Modulo,B,2,49,False,0.03,16,16,69,35,0,11
AdvModulo,B,2,4,False,5.896,16,16,730166,398612,199287,17
Linear,B,2,4,False,2.704,16,16,411394,398612,199287,17
Modulo,B,2,4,False,5.774,16,16,730166,398612,199287,17
AdvModulo,B,2,50,False,0.005,16,16,68,35,0,11
Linear,B,2,50,False,0.004,16,16,36,35,0,11
Modulo,B,2,50,False,0.013,16,16,68,35,0,11
AdvModulo,B,2,5,False,0.006,16,16,75,40,0,14
Linear,B,2,5,False,0.016,16,16,42,40,0,14
Modulo,B,2,5,False,0.012,16,16,75,40,0,14
AdvModulo,B,2,6,False,0.0,16,0,0,0,1,0
Linear,B,2,6,False,0.0,16,0,0,0,1,0
Modulo,B,2,6,False,0.0,16,0,0,0,1,0
AdvModulo,B,2,7,False,0.005,16,16,78,41,4,3
Linear,B,2,7,False,0.005,16,16,80,79,23,6
Modulo,B,2,7,False,0.033,16,16,78,41,4,3
AdvModulo,B,2,8,False,0.004,16,3,18,11,3,1
Linear,B,2,8,False,0.001,16,3,11,11,3,1
Modulo,B,2,8,False,0.004,16,3,18,11,3,1
AdvModulo,B,2,9,False,0.005,16,16,82,37,0,10
Linear,B,2,9,False,0.009,16,16,39,37,0,10
Modulo,B,2,9,False,0.016,16,16,82,37,0,10
AdvModulo,B,3,0,False,0.001,16,0,0,0,1,0
Linear,B,3,0,False,0.001,16,0,0,0,1,0
Modulo,B,3,0,False,0.001,16,0,0,0,1,0
AdvModulo,B,3,10,False,0.015,16,16,660,411,188,13
Linear,B,3,10,False,0.009,16,16,413,411,188,13
Modulo,B,3,10,False,0.013,16,16,660,411,188,13
AdvModulo,B,3,11,True,10.001,16,0,923542,915114,457555,13
Linear,B,3,11,False,0.313,16,16,4220,4218,2091,13
Modulo,B,3,11,True,10.001,16,0,1043385,1033877,516936,13
AdvModulo,B,3,12,True,14.042,16,0,269,251,124,12
Linear,B,3,12,True,10.003,16,0,287822,287820,143908,13
Modulo,B,3,12,True,12.583,16,0,269,251,124,12
AdvModulo,B,3,13,True,10.002,16,0,763349,753076,376536,13
Linear,B,3,13,False,0.739,16,16,24230,24228,12096,13
Modulo,B,3,13,True,10.001,16,0,897982,885682,442839,13
AdvModulo,B,3,14,True,10.001,16,0,838931,834751,417374,10
Linear,B,3,14,False,0.178,16,16,2684,2682,1323,13
Modulo,B,3,14,True,10.001,16,1,935052,930411,465203,19
AdvModulo,B,3,15,False,0.297,16,16,29276,15530,7747,16
